contract_version,export_record_id,finding_id,source_finding_ids,source_tools,finding_type,security_domain,title,description,normalised_severity,risk_score,priority,status,producer_status,consumer_status,lifecycle_status,asset_id,asset_type,asset_criticality,data_sensitivity,internet_exposure,environment,application,service,repository,component,resource,file,line,package_name,installed_version,fixed_version,cve,cwe,owasp_category,cloud_provider,region,threat_ids,security_requirement_ids,control_ids,squad,technical_owner,risk_owner,remediation_owner,first_detected,last_detected,due_date,overdue,remediation_sla_days,suppression_id,suppression_status,exception_id,exception_status,exception_expiry,verification_status,release_decision,release_impact,required_actions,required_approvals,remediation_guidance,source_evidence,source_record_hash,lineage_references,producer_metadata
1.0,EXP-A5C3623EEAB8,FND-SUPPRESSIO-1065083a8d4b,FND-SUPPRESSIO-1065083a8d4b,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV2_AWS_5,Security group is attached to the ECS service through a module output/input boundary that Checkov does not resolve.,high,67.25,P2,risk_accepted,risk_accepted,risk_accepted,risk_accepted,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_security_group.ecs_tasks,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-SG-MODULE-GRAPH-002,active,EXC-2a432868284d,active,2026-01-10,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,668876439fba65825a37f42ccec2dfe42a993aa7434aa9a7e3563284fe4bed19,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-D8BB06456282,FND-SUPPRESSIO-47693ff859ed,FND-SUPPRESSIO-47693ff859ed,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV2_AWS_57,Secret value is populated outside Terraform; automatic rotation requires an application-specific rotation Lambda outside Milestone 5 scope.,high,67.25,P2,assigned,assigned,assigned,assigned,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_secretsmanager_secret.application_config,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-SECRETS-ROTATION-001,active,EXC-d7825aabab9c,expired,2025-12-31,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,988923802bd6a9dc2468f1a9d5d5bc1d7685b5c3d70696327ec063201e99ad99,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-FD6853EA0D53,FND-SUPPRESSIO-65201925e5c5,FND-SUPPRESSIO-65201925e5c5,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV_AWS_260,Public port 80 is intentionally exposed only for HTTP-to-HTTPS redirect compatibility.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_security_group.alb,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-ALB-PORT80-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,a75acb1213420f66706220438f3cb82855c1739e4431ee9e4c7075fa43d3d2d0,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-7E9AC4CAA9D4,FND-SUPPRESSIO-68e51d21b290,FND-SUPPRESSIO-68e51d21b290,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV2_AWS_57,Secret value is populated outside Terraform; automatic rotation requires an application-specific rotation Lambda outside Milestone 5 scope.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_secretsmanager_secret.jwt_public_key,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-SECRETS-ROTATION-002,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,ce61bc17686324738aef1c4ad94fc7072a144c13e7be44c8b1c958c34ee6f285,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-5C16FC1CE63C,FND-SUPPRESSIO-6dce772b98c3,FND-SUPPRESSIO-6dce772b98c3,checkov,IaC,Suppression Governance,"Suppressed checkov finding CKV_AWS_109,CKV_AWS_111,CKV_AWS_356",KMS key policies attached directly to a key must use Resource '*' while principals and actions carry the effective scope.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_iam_policy_document.application_data,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-KMS-KEYPOLICY-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,ab159a55d34124ca29c51c06f36ec6bb92a78a4d31be53da10a26cc806466904,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-A54AC0B4AE33,FND-SUPPRESSIO-713bb8f041d7,FND-SUPPRESSIO-713bb8f041d7,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV_AWS_358,"OIDC subject is exact but composed from Terraform variables across the environment/module boundary, which Checkov cannot resolve as a known organization.",high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_iam_policy_document.github_oidc_assume,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-GITHUB-OIDC-MODULE-GRAPH-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,05e22502a038b2e81f65903fc791b4c106105f0fc80109f4eb2502940471e1eb,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-DD34A1A2257A,FND-SUPPRESSIO-7b3ddcaa6af8,FND-SUPPRESSIO-7b3ddcaa6af8,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV_AWS_2,Port 80 listener is retained only to redirect HTTP clients to HTTPS; production has a Terraform precondition that prevents HTTP-only listener configuration.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_lb_listener.http,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-ALB-HTTP-REDIRECT-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,35c48118274e8ddcc6ac946cd52f6710889396a0c862a14fbaef8566bf30e2ca,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-7E3448B2A958,FND-SUPPRESSIO-836cb2a2770d,FND-SUPPRESSIO-836cb2a2770d,gitleaks,Secret,Suppression Governance,Suppressed gitleaks finding jwt-signing-material-outside-fixtures,"Milestone 13 committed a private-key-shaped string as a validator test marker. Milestone 14 replaces the current test marker with a non-secret synthetic marker, while Gitleaks still scans Git history.",critical,73.25,P2,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,,commit:d09a9b93c14176b23908de97be3c3907e5d29ec2;tests/security/test_integration_contract.py:164,,,,,,,,,,,THR-API-001;THR-API-002,SR-API-001;SR-API-003,,Application Engineering,Application Engineering,Risk Owner,Application Engineering,2026-01-01,2026-01-01,2026-10-14,False,286,SUP-GITLEAKS-MS13-HISTORY-MARKER-001,active,,,,not_verified,conditional_pass,conditional_pass,Review the suppression before expiry and keep compensating controls current.,Product Security,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,f70d1e7f2182bbde62a8f2cff710d336b48c0655c4b318a0c3d503d242679272,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-1F4ABC3EC90A,FND-SUPPRESSIO-8632c434b354,FND-SUPPRESSIO-8632c434b354,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV_AWS_144,Milestone 5 validates a single-region AWS reference architecture; cross-region CloudTrail log replication requires a second-region provider and destination bucket outside the current milestone scope.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_s3_bucket.cloudtrail,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-AUDIT-REPLICATION-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,b9e317b7d230a0ef62b39af8590c5ebed5ecf906ad2b2d02e3f0585b514a1930,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-8E2F390F01C5,FND-SUPPRESSIO-974e196f7185,FND-SUPPRESSIO-974e196f7185,gitleaks,Secret,Suppression Governance,Suppressed gitleaks finding private-key,Synthetic local-only RSA private key used to sign deterministic development JWTs.,critical,73.25,P2,triaged,triaged,triaged,triaged,AST-APP-FASTAPI,application,high,high,planned,locally_validated,genomic-research-access-api,,devsecops-application-security-pipeline,,tests/fixtures/keys/dev_private_key.pem,,,,,,,,,,,THR-API-001;THR-API-002,SR-API-001;SR-API-003,,Application Engineering,Application Engineering,Risk Owner,Application Engineering,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-GITLEAKS-TEST-KEY-001,active,,,,not_verified,conditional_pass,conditional_pass,Review the suppression before expiry and keep compensating controls current.,Product Security,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,11baba3473bc75ccd175f22e09caf6db0ed4475d77b42045e49e2dfd2c7398b0,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-E397BE2BFE69,FND-SUPPRESSIO-b5c9f1d0aae2,FND-SUPPRESSIO-b5c9f1d0aae2,checkov,IaC,Suppression Governance,"Suppressed checkov finding CKV_AWS_111,CKV_AWS_356",KMS key policies attached directly to a key must use Resource '*' while principals and actions carry the effective scope.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_iam_policy_document.secrets,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-KMS-KEYPOLICY-002,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,f10764c5d015fdb580dcc060e5eb09da7b736dd949683ddb36bc4313c7d9e97a,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-5BAB40D130C9,FND-SUPPRESSIO-d403fca790bf,FND-SUPPRESSIO-d403fca790bf,checkov,IaC,Suppression Governance,"Suppressed checkov finding CKV_AWS_111,CKV_AWS_356",KMS key policies attached directly to a key must use Resource '*' while principals and actions carry the effective scope.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_iam_policy_document.audit,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-KMS-KEYPOLICY-003,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,6b99530eff3c28e3cbf26070e1fd9dd5f6d04ab1856a3115d5177645709ebee1,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-89560C1D00BE,FND-SUPPRESSIO-e0d3613118cd,FND-SUPPRESSIO-e0d3613118cd,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV2_AWS_5,Security group is attached to the ALB through a module output/input boundary that Checkov does not resolve.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_security_group.alb,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-SG-MODULE-GRAPH-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,47438e238ec63b28d5e5e3fafb6aea158b880f2df13f86f337d23680fbb8c68c,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
1.0,EXP-D350D203BAEA,FND-SUPPRESSIO-f1fb6d611749,FND-SUPPRESSIO-f1fb6d611749,checkov,IaC,Suppression Governance,Suppressed checkov finding CKV_AWS_378,TLS terminates at the ALB and backend traffic is restricted to the private ECS task security group on the application port.,high,67.25,P2,triaged,triaged,triaged,triaged,AST-TERRAFORM,infrastructure_code,high,high,planned,not_deployed,genomic-research-access-api,,devsecops-application-security-pipeline,,aws_lb_target_group.app,,,,,,,,,,,THR-CLOUD-001,SR-INFRA-001,,Cloud Platform Security,Cloud Security,Risk Owner,Cloud Security,2026-01-01,2026-01-01,2027-01-12,False,376,SUP-CHECKOV-ALB-BACKEND-HTTP-001,active,,,,not_verified,conditional_pass,conditional_pass,Review reference infrastructure control before production deployment.;Review the suppression before expiry and keep compensating controls current.,Cloud Security;Product Security;Risk Owner,Review suppression before expiry; remediate if compensating control is no longer valid.,security/config/suppressions.yaml,386a5c518508ea5827d26bc647a50d928a9900beb040175b301d80f2f1ee6881,outputs/security/integration/finding-source-lineage.json;outputs/security/findings/finding-source-map.json,"{""contract_name"":""product-security-control-plane-export"",""deployment_status"":""not_deployed"",""producer"":""devsecops-application-security-pipeline"",""producer_repository"":""devsecops-application-security-pipeline"",""producer_schema_version"":""1.0""}"
